Key,ru,en
,"РќРµ РјРѕР¶РµС‚ Р±С‹С‚СЊ РёСЃРїРѕР»СЊР·РѕРІР°РЅР°, РµСЃР»Рё СЌРЅРµСЂРіРёСЏ РІ С‡Р°СЃР°С… РЅРµ Р·Р°РєРѕРЅС‡РёР»Р°СЃСЊ!",
,РџРѕР»РЅРѕСЃС‚СЊСЋ РїРµСЂРµР·Р°СЂСЏР¶Р°РµС‚ РІСЃРµ РґРЅРё ,
,,
,РњРѕРєСЂР°СЏ РєРѕСЃР°,
,"РџРѕР»РёРІР°РµС‚ РєР»РµС‚РєСѓ, РїРµСЂРµРґ С‚РµРј РєР°Рє РµС‘ СЃРѕР±СЂР°С‚СЊ.
РќРµ С‚СЂР°С‚РёС‚ СЌРЅРµСЂРіРёСЋ.",
,"Р”Р»РёС‚СЃСЏ 2 РґРЅСЏ.
Р‘СѓРґСЊС‚Рµ Р°РєРєСѓСЂР°С‚РЅС‹, РјРѕРєСЂР°СЏ РєРѕСЃР° СЃР»РѕР¶РЅР° РІ РѕР±СЂР°С‰РµРЅРёРё.",
,"РљРѕСЃР° СЃРЅР°С‡Р°Р»Р° РїРѕР»РёРІР°РµС‚, Р° РїРѕСЃР»Рµ СЃРѕР±РёСЂР°РµС‚. РќРµ С‚СЂР°С‚РёС‚ СЌРЅРµСЂРіРёСЋ.",
,,
,Р—Р°СЃСѓС…Р°,
,Р—Р°СЃСѓС…Р° РїСЂРµРІСЂР°С‰Р°РµС‚ РІСЃРµ РЅРµР·Р°СЃРµСЏРЅРЅС‹Рµ РєР»РµС‚РєРё РѕР±СЂР°С‚Рѕ РІ РїРµСЃРѕРє.,
,"РџРѕРјРёРј СЌС‚РѕРіРѕ, РІСЃРµ Р»СѓР¶Рё РјРЅРіРЅРѕРІРµРЅРЅРѕ РІС‹СЃС‹С…Р°СЋС‚ Рё РёР· РЅРёС… РІС‹СЂР°СЃС‚Р°СЋС‚ СЃРѕСЂРЅСЏРєРё.",
,,
,Р’СЂРµРґРёС‚РµР»Рё,
,"РЎСЉРµРґР°СЋС‚ РІСЃРµ СЂР°СЃС‚РµРЅРёСЏ, РєРѕС‚РѕСЂС‹Рµ РјРѕР¶РЅРѕ СЃРѕР±СЂР°С‚СЊ СЃР±РѕСЂС‰РёРєРѕРј.",
,Р—Р°СЂР°РЅРµРµ РїРѕСЃР°Р¶РµРЅРЅР°СЏ РјСѓС…РѕР»РѕРІРєР° РїРѕРјРѕР¶РµС‚ РёР·Р±РµР¶Р°С‚СЊ СѓС‰РµСЂР±Р°.,
,,
,Р”РµРЅСЊ Р»СЋР±РІРё Рє СЂР°СЃС‚РµРЅРёСЏРј,
,"РџСЂР°Р·РґРЅРёРє!
РћРІРѕС‰Рё РїРѕРєСѓРїР°СЋС‚ РІ 2 СЂР°Р·Р° РґРѕСЂРѕР¶Рµ!",
,"РќР°СЃС‚СѓРїР°РµС‚ РІ СЃР»СѓС‡Р°Р№РЅС‹Р№ РґРµРЅСЊ РІРѕ РІС‚РѕСЂРѕР№ РёР»Рё С‚СЂРµС‚СЊРµР№ РЅРµРґРµР»Рµ РјРµСЃСЏС†Р°.
РЈР»СѓС‡С€РµРЅРЅС‹Р№ РєР°Р»РµРЅРґР°СЂСЊ РїРѕРєР°Р·С‹РІР°РµС‚ С‚РѕС‡РЅСѓСЋ РґР°С‚Сѓ.",
,,
,Р’РѕСЃРєСЂРµСЃРЅР°СЏ РґРѕСЃС‚Р°РІРєР°,
,"Р’ СЌС‚РѕС‚ РґРµРЅСЊ РѕС‚РєСЂС‹РІР°РµС‚СЃСЏ РјРµР¶РїР»Р°РЅРµС‚РЅР°СЏ РґРѕСЃС‚Р°РІРєР°.
РќР° РЅРµР№ РјРѕР¶РЅРѕ  Р·Р°РїСЂРѕСЃРёС‚СЊ СЃ Р—РµРјР»Рё РЅРѕРІС‹Рµ РїСЂРёСЃРїРѕСЃРѕР±Р»РµРЅРёСЏ Рё РІРёРґС‹ СЂР°СЃС‚РµРЅРёР№.",
,РЎС‚Р°СЂР°Р№С‚РµСЃСЊ РІС‹СЂР°СЃС‚РёС‚СЊ РєР°Рє РјРѕР¶РЅРѕ Р±РѕР»СЊС€Рµ РѕРІРѕС‰РµР№ С‡С‚РѕР±С‹ РїРѕР»СѓС‡РёС‚СЊ СЃР°РјС‹Рµ РЅРѕРІРµР№С€РёРµ СЂР°Р·СЂР°Р±РѕС‚РєРё СЃ Р—РµРјР»Рё.,
,,
,Р”РµРЅСЊ,
,"РћР±С‹С‡РЅС‹Р№ РґРµРЅСЊ.
РЎРѕР»РЅС†Рµ СЃРІРµС‚РёС‚ РїС‚РёС‡РєРё РїРѕСЋС‚.",
,Р’ СЃР°РјРѕРј РЅР°С‡Р°Р»Рµ РґРЅСЏ Сѓ СЂР°СЃС‚РµРЅРёР№ РїСЂРѕРёСЃС…РѕРґРёС‚ РїРµСЂРµС…РѕРґ РЅР° СЃР»РµРґСѓСЋС‰СѓСЋ СЃС‚Р°РґРёСЋ.,
,,
,Р”РѕР¶РґСЊ,
,"РџРѕР»РёРІР°РµС‚ РІСЃРµ РєР»РµС‚РєРё, РєРѕС‚РѕСЂС‹Рµ РІРѕР·РјРѕР¶РЅРѕ РїРѕР»РёС‚СЊ.",
,"Р”Р°Р¶Рµ С‚Рµ, РєРѕС‚РѕСЂС‹Рµ РЅРµ РЅСѓР¶РЅРѕ.
Рљ РїСЂРёРјРµСЂСѓ РєР°РєС‚СѓСЃС‹ РґРѕР¶РґСЊ С‚РѕС‡РЅРѕ РЅРµ РїРµСЂРµР¶РёРІСѓС‚.",
,,
,РќРµРёР·РІРµСЃС‚РЅРѕРµ СЃРѕР±С‹С‚РёРµ,
,Р’ СЌС‚РѕС‚ РґРµРЅСЊ С‡С‚Рѕ-С‚Рѕ РїСЂРѕРёР·РѕР№РґС‘С‚!,
,Р§С‚РѕР±С‹ Р·Р°СЂР°РЅРµРµ Р·РЅР°С‚СЊ С‡С‚Рѕ РїСЂРѕРёР·РѕР№РґС‘С‚ - РїСЂРёРѕР±СЂРµС‚РёС‚Рµ <color=blue>РїРѕРіРѕРґРѕРјРµС‚СЂ</color> РІ РјР°РіР°Р·РёРЅРµ РёРЅСЃС‚СЂСѓРјРµРЅС‚РѕРІ.,
,,
,РЎРёР»СЊРЅС‹Р№ РІРµС‚РµСЂ,
,Р’РµС‚РµСЂ СЂР°Р·РґСѓРІР°РµС‚ СЃРµРјРµРЅР° РёР· РІР°С€РµРіРѕ РёРЅРІРµРЅС‚Р°СЂРµ Рё РІС‹СЃР°Р¶РёРІР°РµС‚ РёС… РЅР° СЃР»СѓС‡Р°Р№РЅС‹Рµ РєР»РµС‚РєРё.,
,"РћСЃС‚РѕСЂРѕР¶РЅРѕ!
Р•СЃР»Рё СЃРµРјСЏРЅ Р±РѕР»СЊС€Рµ С‡РµРј СЃРІРѕР±РѕРґРЅС‹С… РєР»РµС‚РѕРє - РѕРЅРё Р±РµСЃСЃР»РµРґРЅРѕ РёСЃС‡РµР·РЅСѓС‚.",
,,
,Р‘РёРѕРіРµРЅРµСЂР°С‚РѕСЂ,
,РџСЂРё РЅР°Р¶Р°С‚РёРё РЅР° Р±РёРѕРіРµРЅРµСЂР°С‚РѕСЂ РѕРЅ РїРµСЂРµСЂР°Р±РѕС‚Р°РµС‚ СЃРѕСЂРЅСЏРє СЃ РѕРґРЅРѕР№ РёР· 6 РєР»РµС‚РѕРє РїСЂР°РІРµРµ РЅРµРіРѕ РІ РґРѕРїРѕР»РЅРёС‚РµР»СЊРЅСѓСЋ СЌРЅРµРіСЂРёСЋ.,
,,
,РџСЂРё РЅР°Р¶Р°С‚РёРё РЅР° Р±РёРѕРіРµРЅРµСЂР°С‚РѕСЂ РѕРЅ РїРµСЂРµСЂР°Р±РѕС‚Р°РµС‚ СЃРѕСЂРЅСЏРє СЃ РѕРґРЅРѕР№ РёР· 6 РєР»РµС‚РѕРє РїСЂР°РІРµРµ РЅРµРіРѕ РІ РґРѕРїРѕР»РЅРёС‚РµР»СЊРЅСѓСЋ СЌРЅРµРіСЂРёСЋ.,
,,
,РћСЃРІРµР¶РёС‚РµР»СЊ,
,"Р—Р°СЂР°РЅРµРµ Р·Р°РїСЂР°РІСЊС‚Рµ РѕСЃРІРµР¶РёС‚РµР»СЊ РІРѕРґРѕР№, РїРѕРєР° РѕРЅ РЅРµ СЃС‚Р°РЅРµС‚ Р·РѕР»РѕС‚С‹Рј. Р—РѕР»РѕС‚РѕР№ РѕСЃРІРµР¶РёС‚РµР»СЊ СЃРїР°СЃС‘С‚ РІР°С€Рё РєР»РµС‚РєРё РѕС‚ Р·Р°СЃСѓС…Рё Рё РѕРїСѓСЃС‚РѕС€РёС‚СЃСЏ.",
,,
,"Р—Р°СЂР°РЅРµРµ Р·Р°РїСЂР°РІСЊС‚Рµ РѕСЃРІРµР¶РёС‚РµР»СЊ РІРѕРґРѕР№, РїРѕРєР° РѕРЅ РЅРµ СЃС‚Р°РЅРµС‚ Р·РѕР»РѕС‚С‹Рј. Р—РѕР»РѕС‚РѕР№ РѕСЃРІРµР¶РёС‚РµР»СЊ СЃРїР°СЃС‘С‚ РІР°С€Рё РєР»РµС‚РєРё РѕС‚ Р·Р°СЃСѓС…Рё Рё РѕРїСѓСЃС‚РѕС€РёС‚СЃСЏ.",
,,
,РђРјР±Р°СЂ СЃ СЃРµРјРµРЅР°РјРё,
,РџРѕРјРµСЃС‚РёС‚Рµ РІРЅСѓС‚СЂСЊ СЃРµРјРµРЅР° РІС‹Р±СЂР°РЅРЅРѕРіРѕ СЂР°СЃС‚РµРЅРёСЏ Рё РІ РјР°РіР°Р·РёРЅРµ СЃРµРјСЏРЅ РІСЃРµРіРґР° Р±СѓРґРµС‚ РІРѕР·РјРѕР¶РЅРѕСЃС‚СЊ РµРіРѕ РєСѓРїРёС‚СЊ.,
,,
,РџРѕРјРµСЃС‚РёС‚Рµ РІРЅСѓС‚СЂСЊ СЃРµРјРµРЅР° РІС‹Р±СЂР°РЅРЅРѕРіРѕ СЂР°СЃС‚РµРЅРёСЏ Рё РІ РјР°РіР°Р·РёРЅРµ СЃРµРјСЏРЅ РІСЃРµРіРґР° Р±СѓРґРµС‚ РІРѕР·РјРѕР¶РЅРѕСЃС‚СЊ РµРіРѕ РєСѓРїРёС‚СЊ.,
,,
,РџРѕР»РёРІР°С‚РµР»СЊ,
,Р—Р°Р»РµР№С‚Рµ РІРЅСѓС‚СЂСЊ РІРѕРґС‹ Рё РїРѕР»РёРІР°С‚РµР»СЊ 2 РґРЅСЏ РїРѕР»СЊС‘С‚ РІС‹Р±СЂР°РЅРЅСѓСЋ РєР»РµС‚РєСѓ,
,,
,Р—Р°Р»РµР№С‚Рµ РІРЅСѓС‚СЂСЊ РІРѕРґС‹ Рё РїРѕР»РёРІР°С‚РµР»СЊ 2 РґРЅСЏ РїРѕР»СЊС‘С‚ РІС‹Р±СЂР°РЅРЅСѓСЋ РєР»РµС‚РєСѓ,
,,
,Р¦РµР»СЊ РґР»СЏ РїРѕР»РёРІР°С‚РµР»СЏ,
,,
,,
,,
,РўСЂР°РєС‚РѕСЂ,
,РљР°Р¶РґРѕРµ СѓС‚СЂРѕ РІСЃРєР°РїС‹РІР°РµС‚ 1 СЃР»СѓС‡Р°Р№РЅСѓСЋ РєР»РµС‚РєСѓ.,
,,
,РљР°Р¶РґРѕРµ СѓС‚СЂРѕ РІСЃРєР°РїС‹РІР°РµС‚ 1 СЃР»СѓС‡Р°Р№РЅСѓСЋ РєР»РµС‚РєСѓ.,
,,
,,
,,
,,
,РќРѕРІРёС‡РѕРє,
,РљРѕРїР°С‚РµР»СЊ,
,РћРіРѕСЂРѕРґРЅРёРє,
,РЎР°РґРѕРІРѕРґ,
,РўСЂСѓР¶РµРЅРёРє,
,РџРѕРјРѕС‰РЅРёРє С„РµСЂРјРµСЂР°,
,Р—РµРјР»РµРґРµР»РµС†,
,РҐРѕР·СЏР№СЃС‚РІРµРЅРЅРёРє,
,РњР°СЃС‚РµСЂ Р“СЂСЏРґРѕРє,
,РђРіСЂРѕРЅРѕРј,
,РҐРѕР·СЏРёРЅ РџРѕР»РµР№,
,РЈСЂРѕР¶Р°Р№РЅРёРє,
,Р‘СЂРёРіР°РґРёСЂ РѕРІРѕС‰РµР№,
,РљРѕРјР±Р°Р№РЅРµСЂ,
,РњРµРіР°Р¤РµСЂРјРµСЂ,
,РљРѕРѕРїРµСЂР°С‚РѕСЂ,
,Р—РЅР°РјРµРЅРёС‚С‹Р№ С„РµСЂРјРµСЂ,
,РђРіСЂРѕР±Р°СЂРѕРЅ,
,РљРѕСЂРѕР»СЊ РџРѕР»РµР№,
,Р›РµРіРµРЅРґР°СЂРЅС‹Р№ С„РµСЂРјРµСЂ,
